"idAlumno","tiempo"
221,185.5
222,343.5
223,162.6
224,79.2
225,200.5
226,289.2
227,74
228,370.8
229,187.9
230,252.2
231,242.4
232,373.7
233,172.8
234,352.2
235,183.8
236,267.8
237,322.3
238,302.8
239,175.6
240,119.1
241,82
242,291.1
243,205.3
244,162.9
245,259
246,378.5
247,322.8
248,266.9
249,222.5
250,329.4
251,178.2
252,255
253,238
254,117
255,90.6
256,318.8
257,137.7
258,161.5
259,267.8
260,91.2
261,24.1
262,294.1
263,249.2
264,192.8
265,166.3
266,290.8
267,106.7
268,288.8
269,272.7
270,233.9
271,304
272,263.9
273,188.5
274,286.5
275,77.5
276,223
277,308.4
278,62.1
279,343.6
280,438.9
281,300.9
282,290.6
283,48.5
284,291.8
285,228.8
286,321.4
287,203.2
288,243.6
289,242.4
290,276.7
291,151.4
292,351.2
293,244
294,333.7
295,260.8
296,403.7
297,127.5
298,151.7
299,345.7
300,346.8
301,133
302,148.7
303,355.7
304,155.1
305,276.8
306,80.3
307,335.6
308,247.1
309,81.4
310,121.8
311,248.9
312,238.4
313,185.8
314,318
315,89.3
316,239.1
317,320.8
318,219.4
319,343.1
320,127.5
321,157.4
322,490
323,226.9
324,462.5
325,342.9
326,303.9
327,169.8
328,262.5
329,469.9
330,252.9
331,292.2
332,63.1
333,289.5
334,57.4
335,86.9
336,256.7
337,163.7
338,352.7
339,274.9
340,336.3
341,345
342,394.7
343,387.8
344,302.8
345,233.5
346,347.4
347,369.7
348,236.6
349,259
350,175.9
351,205.9
352,413.1
353,273.6
354,265.3
355,275.1
356,352.3
357,62
358,414.5
359,167.3
360,337.8
361,236.5
362,158.4
363,196.1
364,212
365,225.3
366,318.2
367,275.1
368,147.2
369,252.2
370,210.6
371,374.1
372,305.1
373,197.6
374,230.3
375,364.1
376,378.2
377,192.4
378,371.7
379,165.4
380,0
381,160.5
382,284
383,82
384,102.1
385,249.6
386,296.2
387,313.8
388,318.9
389,408.3
390,279
391,234.8
392,335.8
393,215.1
394,289.8
395,220.5
396,331.8
397,279.4
398,198.4
399,425.2
400,77
401,345
402,285.6
403,189.3
404,148.4
405,420
406,223.6
407,213.5
408,110.8
409,236.8
410,193.3
411,434.2
412,292.8
413,18
414,204.3
415,98.2
416,112.8
417,285.4
418,187.2
419,104.4
420,212.1
421,263.7
422,211.3
423,174.1
424,292.1
425,152.7
426,268.5
427,387.7
428,281.1
429,208.9
430,248.3
431,383.1
432,335.1
433,378.6
434,176.7
435,210.9
436,372
437,260.5
438,301.1
439,319.5
440,198.3
441,256.6
442,252.6
443,227.1
444,326.3
445,425.6
446,228.7
447,333.3
448,355.3
449,332.5
450,468.8
451,178
452,156
453,260.8
454,306.9
455,398.6
456,248.4
457,118.1
458,220
459,259.7
460,365.5
461,186
462,188.9
463,76
464,141.3
465,373.1
466,120.1
467,230.3
468,192.7
469,141.7
470,203.4
471,384.7
472,270.4
473,191.8
474,274.2
475,249.6
476,260.2
477,302.8
478,178
479,243.4
480,266.4
481,328.2
482,277.3
483,284.6
484,357.8
485,126
486,373.1
487,186.5
488,360.1
489,98.3
490,357.3
491,364.1
492,16.9
493,319.5
494,282.4
495,221.8
496,215.1
497,0
498,180.2
499,251.3
500,280.4
501,230
502,141
503,268.2
504,246.2
505,129
506,190.4
507,169.9
508,179.7
509,329.8
510,101.4
511,199.1
512,162.2
513,270
514,243.1
515,199.1
516,296.1
517,142.8
518,151
519,267.6
520,269.7
521,161.5
522,379.2
523,202.5
524,393.9
525,282.4
526,352.5
527,188.6
528,330.9
529,268.3
530,249.8
531,156.7
532,142.3
533,242.7
534,286.2
535,268.9
536,282.4
537,355.3
538,182.6
539,279.2
540,250.8
541,250.2
542,232.8
543,255
544,312.3
545,361.5
546,334.7
547,158.4
548,314.7
549,294.1
550,340.4
551,305.7
552,430.6
553,144.2
554,199.2
555,412.1
556,193.6
557,410.3
558,231.5
559,173.2
560,161.3
561,255.2
562,263.2
563,219.6
564,411.4
565,101.7
566,195.7
567,229.8
568,145.1
569,275
570,296.3
571,69.6
572,59.7
573,127.2
574,172.4
575,215
576,239.9
577,207.7
578,267.7
579,133
580,208.3
581,293.8
582,317.3
583,509.1
584,69.5
585,273.7
586,205.7
587,302.4
588,226.5
589,187.2
590,173.7
591,339.9
592,239.1
593,265.8
594,250.1
595,215.2
596,263.3
597,336.8
598,262.9
599,429.3
600,266
601,289.7
602,176.3
603,116.4
604,238.6
605,398.8
606,162.7
607,157
608,216.7
609,62.9
610,487.8
611,100
612,219.8
613,274.8
614,178.8
615,414.7
616,414.3
617,265
618,483.1
619,58.7
620,212
621,337.8
622,272.8
623,263.9
624,225
625,169
626,210.4
627,332.5
628,322.2
629,214.6
630,368.2
631,372.4
632,243.5
633,88
634,149.9
635,74.1
636,175.8
637,187.6
638,237.4
639,303.1
640,263.2
641,110
642,276.2
643,166.4
644,256.1
645,75.1
646,47.8
647,312.6
648,199.9
649,320.9
650,301.4
651,228.9
652,262.2
653,164.7
654,328.8
655,142.4
656,165.3
657,342.7
658,153.9
659,165.7
660,167.4
661,306.7
662,253
663,217.2
664,291
665,230.4
666,323.5
667,217.1
668,95.4
669,346.9
670,320.7
671,213
672,263.8
673,135.3
674,366.8
675,288.6
676,242.7
677,331.5
678,161.4
679,184.9
680,313.8
681,67.4
682,99.2
683,232.7
684,110.6
685,426.7
686,227.5
687,373.2
688,281.8
689,148.6
690,280.7
691,322.9
692,163.3
693,125.1
694,182.2
695,250.1
696,160.1
697,77
698,372.5
699,271.9
700,181.5
701,303.7
702,179.6
703,8.8
704,300.9
705,262.9
706,394.7
707,80.2
708,217.7
709,297.6
710,397.5
711,86.3
712,126.8
713,448.4
714,120.5
715,196.9
716,120.7
717,248.2
718,157.7
719,314.8
720,291.5
721,425.3
722,314.6
723,238.8
724,236.6
725,239
726,148
727,364.4
728,258.6
729,100.4
730,371.9
731,182.4
732,306.1
733,247.9
734,378
735,225.9
736,303.2
737,269.4
738,160.2
739,164
740,183.5
741,69.3
742,162.8
743,408.5
744,247.1
745,402.1
746,365.8
747,341.9
748,288.2
749,69
750,329.9
751,228.6
752,194.6
753,300.7
754,243.2
755,236.8
756,176.7
757,116.3
758,154.7
759,0
760,127.9
761,184.2
762,276.5
763,167.4
764,222.5
765,401.7
766,50.4
767,354.5
768,285.6
769,191.1
770,237.3
771,383.1
772,292.3
773,269.1
774,277.4
775,223.6
776,119.9
777,327.5
778,258.7
779,214.7
780,94.3
781,263.8
782,141.2
783,278.1
784,127.8
785,339.3
786,196
787,24.7
788,375.9
789,28.8
790,178.7
791,241.4
792,384.8
793,140.8
794,225.3
795,295.9
796,270.8
797,288.3
798,205.5
799,370.7
800,347.8
801,478.3
802,111.5
803,203.8
804,281.3
805,97.2
806,273.4
807,25.9
808,158.8
809,120.3
810,370.5
811,193.2
812,269.9
813,73
814,367.5
815,297.6
816,270.4
817,302.6
818,297.5
819,289.7
820,81.5
821,168.3
822,209.3
823,121.9
824,268.8
825,263.8
826,263
827,298.3
828,235
829,296.3
830,0
831,225.4
832,172.9
833,227.1
834,279.6
835,306
836,78.7
837,226.2
838,298.4
839,110.9
840,96.3
841,269
842,162.8
843,166.5
844,131.5
845,409.1
846,129.9
847,286.1
848,230.9
849,208.7
850,76.2
851,174.5
852,487.6
853,286.7
854,498.3
855,391.4
856,363.5
857,153.8
858,41.6
859,308.6
860,298.2
861,136.1
862,127.5
863,244.1
864,356.4
865,321
866,176
867,224.3
868,272.8
869,369.6
870,89.4
871,201.8
872,133.6
873,332.9
874,276.8
875,151.5
876,304.1
877,132.7
878,59.2
879,285.9
880,132
881,235.7
882,138.6
883,261.1
884,250.7
885,0.7
886,446.6
887,151.6
888,365.4
889,319.1
890,186.3
891,99.8
892,327.1
893,445.7
894,137
895,182.3
896,222
897,227.5
898,269.9
899,248
900,295.1
901,252.5
902,290.5
903,323.3
904,220
905,385.5
906,239.3
907,270.1
908,207
909,281.3
910,85.7
911,158.1
912,80.1
913,225.5
914,127.7
915,264.8
916,264.6
917,317.7
918,315.8
919,274
920,384.3
921,71.4
922,235.3
923,19.7
924,321.2
925,239.1
926,299.9
927,350.1
928,274
929,67.6
930,291.8
931,335.7
932,285.5
933,219.5
934,286.7
935,275
936,285.8
937,231.1
938,67.3
939,280.8
940,122.8
941,0
942,155.9
943,256
944,319.5
945,326.7
946,133.3
947,281.3
948,387.8
949,490.3
950,23.2
951,358.6
952,293.4
953,305.5
954,344.4
955,219.1
956,463.2
957,246.3
958,285.3
959,316
960,202.3
961,183.6
962,229.8
963,231.9
964,151.6
965,251.3
966,269.1
967,340.2
968,238.4
969,0
970,239.6
971,390.7
972,212
973,169.4
974,339.9
975,278.4
976,102.5
977,322.6
978,297
979,349.7
980,275.6
981,97.7
982,422.7
983,474
984,259
985,163.7
986,151.4
987,354.3
988,332.7
989,343.6
990,352
991,195.6
992,240.8
993,152
994,202.7
995,163.6
996,175.6
997,180.1
998,83.8
999,115.9
1000,385.2
1001,382.7
1002,287.7
1003,404.6
1004,294.2
1005,227.4
1006,197.4
1007,269.4
1008,234.4
1009,105.7
1010,348
1011,326.3
1012,328
1013,288.7
1014,502.1
1015,118.5
1016,382.7
1017,188.4
1018,283.7
1019,274.8
1020,238.6
1021,227
1022,236.8
1023,411.1
1024,407.3
1025,178.2
1026,283.5
1027,338.7
1028,229.1
1029,254.7
1030,215.5
1031,393.1
1032,348
1033,467.5
1034,158.6
1035,329.8
1036,294.8
1037,330.5
1038,268.7
1039,392.3
1040,202.5
1041,251.7
1042,254.7
1043,324.6
1044,231.6
1045,196.5
1046,367.9
1047,184.2
1048,348.9
1049,275.4
1050,205.9
1051,241.9
1052,279.9
1053,165.7
1054,231.8
1055,372.1
1056,24.1
1057,239.2
1058,243.1
1059,285.1
1060,221.7
1061,250.8
1062,288.4
1063,308.8
1064,297.1
1065,508
1066,254.1
1067,181.6
1068,234.4
1069,210
1070,346.3
1071,253.7
1072,179.9
1073,251.1
1074,399.3
1075,88.2
1076,374.8
1077,286.4
1078,189.4
1079,174.5
1080,252.3
1081,174
1082,289.1
1083,337.5
1084,309.5
1085,364.7
1086,117.3
1087,70.1
1088,225.8
1089,185.7
1090,103.1
1091,329.9
1092,189.2
1093,151
1094,288.4
1095,279.3
1096,305.4
1097,142.4
1098,426.1
1099,280
1100,193.4
1101,22.6
1102,286.5
1103,164.1
1104,172.3
1105,73.2
1106,80.2
1107,42.7
1108,306.9
1109,187.2
1110,213.5
1111,263.8
1112,124.4
1113,70.2
1114,158.2
1115,84
1116,257.6
1117,79.8
1118,261.6
1119,276.9
1120,192.6
1121,152.1
1122,430.1
1123,392
1124,89.9
1125,171.9
1126,267.9
1127,265.2
1128,344.2
1129,220
1130,276.8
1131,198.2
1132,241.4
1133,174.2
1134,214.1
1135,141.6
1136,262.4
1137,288.4
1138,191.7
1139,91.8
1140,244.5
1141,45.6
1142,305.4
1143,61
1144,290.3
1145,268
1146,207.8
1147,220.2
1148,167.3
1149,163.5
1150,337.3
1151,195.6
1152,158.7
1153,140.3
1154,120.2
1155,161.7
1156,188.2
1157,92.2
1158,197
1159,137.7
1160,323.1
1161,220.6
1162,174.5
1163,374.5
1164,169.9
1165,485.8
1166,158.7
1167,327.7
1168,120.8
1169,132.4
1170,226.1
1171,213.5
1172,248.9
1173,321.7
1174,391.9
1175,469.4
1176,325.8
1177,254.4
1178,142.2
1179,182.4
1180,270.4
1181,283.7
1182,191.6
1183,0
1184,315.3
1185,184.2
1186,132
1187,196.9
1188,194.7
1189,142.9
1190,298.6
1191,220.4
1192,271.3
1193,290.6
1194,305.3
1195,293.7
1196,174.4
1197,156.9
1198,299.5
1199,208.7
1200,136
1201,278.1
1202,111.1
1203,188.1
1204,0
1205,182.1
1206,251
1207,212.8
1208,233.1
1209,26.5
1210,161.3
1211,246.2
1212,102.7
1213,159.4
1214,75.1
1215,95.9
1216,268.8
1217,283.7
1218,68
1219,292.3
1220,202.9
1221,135.9
1222,414
1223,182.4
1224,359.5
1225,114.1
1226,170.8
1227,313.2
1228,541.8
1229,261.8
1230,83.1
1231,138.9
1232,311.1
1233,272.2
1234,250.3
1235,177.6
1236,319.1
1237,285.5
1238,260.6
1239,188
1240,177.1
1241,313.1
1242,60.2
1243,125.8
1244,192.1
1245,204.2
1246,331.2
1247,234.1
1248,326.1
1249,462.3
1250,215.4
1251,325.4
1252,283.4
1253,230.7
1254,216.1
1255,156.3
1256,399.7
1257,153.8
1258,382.6
1259,162.5
1260,241
1261,114.1
1262,232.9
1263,128
1264,244.4
1265,222
1266,228.2
1267,349
1268,169.2
1269,245.8
1270,324.9
1271,392.2
1272,361.4
1273,90.3
1274,406.8
1275,336.2
1276,189.5
1277,300
1278,463.2
1279,214.1
1280,104.6
1281,305.7
1282,126.9
1283,210
1284,214.1
1285,196.1
1286,263.1
1287,125.3
1288,363.3
1289,11.7
1290,278.5
1291,271.5
1292,98.2
1293,42.3
1294,145.2
1295,61.2
1296,202.5
1297,221.7
1298,23
1299,360.2
1300,236
1301,274.9
1302,280.7
1303,158.6
1304,177.4
1305,128.2
1306,334
1307,263.1
1308,283.3
1309,97.1
1310,386.7
1311,237.1
1312,256.2
1313,121.5
1314,168.6
1315,418.1
1316,340.9
1317,401.9
1318,225.8
1319,341.2
1320,149.3
1321,0
1322,201.3
1323,289.1
1324,304.7
1325,183.7
1326,255.7
1327,92.9
1328,55.5
1329,234.2
1330,298.8
1331,310.2
1332,154.5
1333,187.4
1334,251
1335,234.6
1336,355.4
1337,208
1338,220.5
1339,318.4
1340,178.1
1341,199.7
1342,338
1343,266.3
1344,145.9
1345,136.8
1346,288.9
1347,429.6
1348,91.1
1349,154.2
1350,280.9
1351,212.1
1352,233.2
1353,351.7
1354,111.3
1355,140
1356,215.8
1357,354.9
1358,0
1359,247.1
1360,251.9
1361,123.7
1362,135.8
1363,136.3
1364,205.5
1365,227.9
1366,322
1367,372.3
1368,226.7
1369,148.8
1370,233.9
1371,247.1
1372,233.5
1373,169.8
1374,227.5
1375,254.7
1376,218.5
1377,215.3
1378,151.3
1379,425.8
1380,241.4
1381,90.1
1382,276.7
1383,404.1
1384,209.1
1385,83.1
1386,80.7
1387,294.9
1388,335
1389,163.1
1390,249.1
1391,190.8
1392,256.2
1393,160.8
1394,331.4
1395,284.4
1396,359.1
1397,245.5
1398,351.4
1399,385.1
1400,211.2
1401,116.3
1402,320.4
1403,106.5
1404,220.2
1405,180.6
1406,300.5
1407,336.5
1408,338.5
1409,36.9
1410,265.9
1411,310
1412,434.6
1413,344.4
1414,206.9
1415,191.3
1416,127
1417,172
1418,252
1419,64.4
1420,301
1421,205.1
1422,377.2
1423,194.9
1424,49.6
1425,242.9
1426,303.8
1427,136.2
1428,196.3
1429,354.2
1430,145.1
1431,292.2
1432,367
1433,312.3
1434,326.9
1435,157.9
1436,291
1437,306.7
1438,193.9
1439,259.6
1440,166.9
1441,121.2
1442,320.7
1443,67.7
1444,162.6
1445,200.3
1446,279.5
1447,171.9
1448,340.3
1449,303.8
1450,356.4
1451,199.1
1452,277.4
1453,248.6
1454,115.6
1455,359.8
1456,189.5
1457,208.9
1458,139.5
1459,184.5
1460,346.2
1461,254.6
1462,134.6
1463,77.4
1464,381.8
1465,232.5
1466,266.3
1467,219.8
1468,296.3
1469,150.4
1470,185.6
1471,424.6
1472,148
1473,232.1
1474,189.7
1475,270.2
1476,312.8
1477,303.9
1478,238.7
1479,396.1
1480,228.6
1481,285.9
1482,277.6
1483,289.6
1484,247
1485,205
1486,167.9
1487,262.7
1488,161.4
1489,364.2
1490,101.4
1491,31.6
1492,316.5
1493,279.9
1494,217.5
1495,151.4
1496,428.5
1497,144.4
1498,279
1499,237.9
1500,355.4
1501,249.9
1502,318.9
1503,246.2
1504,44.4
1505,244.7
1506,240.3
1507,198.4
1508,87.5
1509,229.7
1510,79.1
1511,221.8
1512,317.3
1513,296.1
1514,445.3
1515,184.6
1516,401.5
1517,174.4
1518,186.2
1519,397.2
1520,280.9
1521,490.2
1522,145.3
1523,335.3
1524,242.7
1525,197.1
1526,128.7
1527,164.5
1528,463.4
1529,115.5
1530,401.4
1531,214.1
1532,153.4
1533,251.3
1534,436.9
1535,421.9
1536,283
1537,296.8
1538,218.4
1539,117.1
1540,199.9
1541,67.2
1542,315
1543,252.4
1544,153.1
1545,326.8
1546,297.7
1547,190.6
1548,243.4
1549,259.3
1550,429.8
1551,215.8
1552,239.2
1553,262.5
1554,248.8
1555,287.9
1556,456.6
1557,318
1558,338.3
1559,367.3
1560,196.3
1561,312.2
1562,200.9
1563,195.4
1564,250.1
1565,92.5
1566,162.7
1567,321.6
1568,303.6
1569,117.6
1570,138.9
1571,128.5
1572,287
1573,224.8
1574,201.4
1575,333
1576,256.3
1577,144.9
1578,203.3
1579,312.6
1580,10.1
1581,347
1582,186.6
1583,303.3
1584,164.8
1585,222.9
1586,250.3
1587,171.1
1588,341.8
1589,321.6
1590,241.7
1591,289.6
1592,338.7
1593,179
1594,299
1595,217.6
1596,241.4
1597,346.7
1598,223.7
1599,241.8
1600,161.5
1601,244.9
1602,302.2
1603,214.7
1604,280.1
1605,371.9
1606,207
1607,192.9
1608,206.6
1609,306.7
1610,211.1
1611,360.9
1612,294.1
1613,431.1
1614,245.2
1615,187.1
1616,139.1
1617,431.5
1618,164.1
1619,452.4
1620,261
1621,182.8
1622,333.4
1623,178.7
1624,319.5
1625,213.8
1626,331.8
1627,207.3
1628,165.8
1629,167.1
1630,330
1631,187.9
1632,360.1
1633,294.7
1634,333.1
1635,283.9
1636,276
1637,318.6
1638,182.9
1639,293.5
1640,318.5
1641,328
1642,292.1
1643,188.8
1644,367
1645,15.5
1646,281.9
1647,313
1648,215.8
1649,201.9
1650,256
1651,257.1
1652,199.8
1653,171.8
1654,297
1655,201.7
1656,232.1
1657,108.5
1658,342.7
1659,201.6
1660,273.4
1661,177.2
1662,75
1663,281.2
1664,487.9
1665,235.7
1666,258.9
1667,107.9
1668,333.5
1669,208.3
1670,213.4
1671,222.5
1672,235.2
1673,341.9
1674,286.5
1675,232.4
1676,308.2
1677,278.4
1678,244.9
1679,169.9
1680,343.1
1681,164.9
1682,326.7
1683,369.4
1684,371.5
1685,297.6
1686,184.9
1687,117.3
1688,348.3
1689,273.2
1690,66.6
1691,233.8
1692,173.7
1693,262.1
1694,366.6
1695,215.6
1696,222.7
1697,285.1
1698,287.1
1699,249.9
1700,354.6
1701,166.7
1702,410.3
1703,287.9
1704,173.2
1705,197.4
1706,516.6
1707,248.3
1708,460.2
1709,234.4
1710,207.1
1711,330.8
1712,197.4
1713,206.4
1714,106.7
1715,374.4
1716,71.3
1717,257.6
1718,167.8
1719,101.3
1720,212.5
1721,422.6
1722,298.3
1723,307.1
1724,197.1
1725,398.4
1726,313.2
1727,348.2
1728,206.9
1729,126.4
1730,290
1731,125.8
1732,64.1
1733,236.3
1734,258.8
1735,240.6
1736,226.8
1737,311.6
1738,305.9
1739,227.7
1740,262.5
1741,423.7
1742,170.9
1743,325.8
1744,66
1745,136.3
1746,175.5
1747,213.5
1748,270.8
1749,238.3
1750,84.8
1751,104
1752,264
1753,301.5
1754,278.3
1755,97.9
1756,416.1
1757,228
1758,362
1759,412.6
1760,249.3
1761,285.5
1762,261.3
1763,262.5
1764,274.2
1765,343.8
1766,231.3
1767,322.9
1768,176.7
1769,198.8
1770,97.7
1771,345.9
1772,322.3
1773,269.1
1774,231.4
1775,195.1
1776,228.4
1777,81.1
1778,221.6
1779,260.3
1780,492.7
1781,343.5
1782,154.9
1783,313.6
1784,263.6
1785,190.9
1786,343.5
1787,146.4
1788,167.2
1789,169.1
1790,123.4
1791,124.4
1792,256.2
1793,177.6
1794,174.5
1795,245.2
1796,194.7
1797,68.9
1798,268.3
1799,51.4
1800,211.2
1801,366.8
1802,301.6
1803,375.1
1804,249.3
1805,164.2
1806,314.6
1807,329.1
1808,295
1809,244.1
1810,336.8
1811,83.9
1812,126.4
1813,181.9
1814,163.3
1815,176.9
1816,283
1817,190.5
1818,426.7
1819,224.9
1820,27.6
1821,114
1822,361.4
1823,206.6
1824,331.7
1825,71.5
1826,72.4
1827,127.1
1828,359.3
1829,253.8
1830,215.8
1831,352.1
1832,70
1833,201.7
1834,98.2
1835,147.1
1836,162.8
1837,129.6
1838,293.9
1839,307.2
1840,290.9
1841,221.3
1842,216.5
1843,243.7
1844,309.5
1845,166.4
1846,125.5
1847,310
1848,17.6
1849,154.3
1850,205.8
1851,107.7
1852,146
1853,130.2
1854,214.3
1855,238.5
1856,116.5
1857,277.5
1858,373.5
1859,82.5
1860,360.6
1861,192.3
1862,117.9
1863,259.2
1864,80.6
1865,288.5
1866,156.9
1867,258.8
1868,221.9
1869,75.8
1870,194.8
1871,497
1872,176.2
1873,369
1874,147
1875,403.9
1876,158.2
1877,186.4
1878,194
1879,234.6
1880,121.4
1881,169.2
1882,156.1
1883,301.3
1884,295.1
1885,296.9
1886,164.5
1887,264.2
1888,130.5
1889,145
1890,466.9
1891,366.3
1892,305.2
1893,263.3
1894,295.1
1895,145.7
1896,258
1897,175.9
1898,286.9
1899,145.3
1900,154.2
1901,308.7
1902,155.5
1903,381.9
1904,314.3
1905,181.2
1906,327
1907,240.4
1908,299.3
1909,289.8
1910,247.5
1911,134.1
1912,131.3
1913,269.4
1914,259.7
1915,373.6
1916,190.5
1917,184.6
1918,145
1919,360.5
1920,117.3
1921,199.2
1922,120
1923,193.8
1924,345.3
1925,374.4
1926,225.5
1927,180.2
1928,307.9
1929,221.2
1930,228.9
1931,192.8
1932,190.5
1933,235.4
1934,437.3
1935,333.9
1936,401.6
1937,359.3
1938,335.6
1939,196.3
1940,235.4
1941,111
1942,241
1943,303.7
1944,357.1
1945,358.9
1946,183.4
1947,238
1948,408
1949,173.3
1950,295.4
1951,284.4
1952,184.7
1953,347.5
1954,289.5
1955,256.9
1956,145.8
1957,202.8
1958,17.6
1959,139.1
1960,256.5
1961,208.2
1962,287.2
1963,204
1964,181.1
1965,422.5
1966,110
1967,291.4
1968,324.3
1969,183.7
1970,425.9
1971,310.5
1972,294.5
1973,251.1
1974,231.6
1975,192.8
1976,248.1
1977,290
1978,286
1979,115.7
1980,310.3
1981,325.4
1982,210.3
1983,153.6
1984,247.5
1985,249.1
1986,312.4
1987,217.8
1988,145.6
1989,28.7
1990,244.9
1991,203.9
1992,106.1
1993,279.1
1994,214.1
1995,120.1
1996,357.7
1997,317.6
1998,281.6
1999,0
2000,194.8
2001,234.1
2002,86.3
2003,271.4
2004,193
2005,175.2
2006,290.3
2007,51.1
2008,297.5
2009,407.7
2010,201.4
2011,134.5
2012,188.7
2013,187.4
2014,377.3
2015,192.4
2016,182.5
2017,340.8
2018,276.1
2019,224.8
2020,111.1
2021,191.8
2022,126
2023,226.3
2024,116.3
2025,255.8
2026,204.8
2027,351.2
2028,264.6
2029,314.5
2030,111.8
2031,178.2
2032,196.1
2033,235.2
2034,265.5
2035,280.1
2036,215.8
2037,199.1
2038,136.5
2039,271.3
2040,319.1
2041,138.6
2042,108.5
2043,20.9
2044,133.6
2045,212.1
2046,83.2
2047,326.2
2048,226
2049,536.4
2050,256.4
2051,99.3
2052,223.5
2053,193.1
2054,71.2
2055,124.3
2056,366.1
2057,307.3
2058,349.9
2059,261.3
2060,119.4
2061,135
2062,329.4
2063,109.7
2064,241.7
2065,104.3
2066,344.6
2067,264.3
2068,154.7
2069,254.4
2070,166.2
2071,292
2072,256.8
2073,272
2074,390.6
2075,183.9
2076,181.7
2077,402.8
2078,272.7
2079,121.2
2080,169.4
2081,129.9
2082,199.9
2083,206.4
2084,253.2
2085,205.6
2086,232.8
2087,393.4
2088,261.4
2089,358.2
2090,224
2091,215.9
2092,227.8
2093,0
2094,151.7
2095,463.9
2096,231.3
2097,262.1
2098,158.7
2099,180.4
2100,261.8
2101,308.3
2102,64.6
2103,292.8
2104,232.8
2105,196.5
2106,360.2
2107,292.9
2108,162.6
2109,245
2110,220.8
2111,201.7
2112,294.9
2113,371.9
2114,261
2115,306.2
2116,70.6
2117,256
2118,367.5
2119,101.4
2120,0
2121,394.1
2122,85.8
2123,235.5
2124,134.4
2125,184.9
2126,339
2127,167.3
2128,194
2129,171.5
2130,190.5
2131,385.6
2132,345.1
2133,126.6
2134,174.8
2135,254.3
2136,328.5
2137,222.4
2138,129.4
2139,211.3
2140,268.5
2141,285.6
2142,130.8
2143,311.6
2144,293.1
2145,150.2
2146,153.3
2147,77.9
2148,299.1
2149,259
2150,328.4
2151,385.3
2152,146.4
2153,64.5
2154,349.2
2155,247.4
2156,241.2
2157,227.2
2158,369
2159,215.7
2160,279.8
2161,184
2162,183.2
2163,201.8
2164,350.4
2165,138.2
2166,137.8
2167,311.8
2168,343.8
2169,240.5
2170,202.3
2171,301.4
2172,288.4
2173,197.2
2174,143
2175,227.9
2176,268.4
2177,243.6
2178,315.7
2179,217.5
2180,179.8
2181,304.8
2182,301.7
2183,229.5
2184,300.7
2185,348.7
2186,390.7
2187,272
2188,192.4
2189,313.8
2190,281.2
2191,138.9
2192,215.9
2193,242.9
2194,228.9
2195,318.7
2196,243.1
2197,194.8
2198,200.4
2199,339
2200,226.6
2201,189.2
2202,124.4
2203,334.6
2204,266.5
2205,329.8
