"","rangoEdad","bancarizado","historial","deuda","tipo","hijos","tarjetas","moroso"
"80","De 18 a 35",0,1,0.44419603004206,"Independiente","No tiene hijos",6,"Moroso"
"81","De 18 a 35",1,1,1.86199160833799,"Dependiente","Tiene hijos",4,"No moroso"
"82","De 36 a 49",1,0,1.24447562431333,"Independiente","Tiene hijos",6,"Moroso"
"83","De 36 a 49",1,0,0.397613458133481,"Independiente","No tiene hijos",5,"Moroso"
"84","De 50 a mas",1,0,0.947635207362354,"Independiente","Tiene hijos",7,"Moroso"
"85","De 18 a 35",0,0,3.77550798779444,"Independiente","No tiene hijos",3,"Moroso"
"86","De 36 a 49",0,0,0.225959787620539,"Independiente","No tiene hijos",3,"Moroso"
"87","De 50 a mas",1,1,2.02632578221303,"Independiente","Tiene hijos",3,"Moroso"
"88","De 50 a mas",0,0,0.547436897457294,"Independiente","Tiene hijos",3,"No moroso"
"89","De 50 a mas",0,1,0.45752627358815,"Independiente","Tiene hijos",1,"No moroso"
"90","De 18 a 35",0,1,1.10171309950397,"Independiente","No tiene hijos",1,"No moroso"
"91","De 18 a 35",1,0,1.23400732969544,"Dependiente","No tiene hijos",2,"No moroso"
"92","De 36 a 49",0,1,0.831808822132067,"Dependiente","Tiene hijos",0,"No moroso"
"93","De 36 a 49",0,0,0.552832989715888,"Independiente","No tiene hijos",1,"No moroso"
"94","De 36 a 49",0,0,0.548256240385282,"Independiente","Tiene hijos",1,"No moroso"
"95","De 36 a 49",0,1,0.629187153395127,"Independiente","No tiene hijos",4,"No moroso"
"96","De 18 a 35",0,0,0.10072415865682,"Independiente","Tiene hijos",2,"No moroso"
"97","De 50 a mas",1,0,0.104024085737429,"Dependiente","Tiene hijos",6,"No moroso"
"98","De 18 a 35",1,0,0.00142425844661401,"Dependiente","Tiene hijos",5,"No moroso"
"99","De 36 a 49",0,0,0.10033063287165,"Independiente","No tiene hijos",7,"Moroso"
"100","De 36 a 49",1,1,1.83902537775481,"Independiente","Tiene hijos",0,"No moroso"
"101","De 36 a 49",0,1,0.38353632150249,"Dependiente","Tiene hijos",5,"Moroso"
"102","De 36 a 49",0,0,0.295126657724142,"Independiente","No tiene hijos",0,"No moroso"
"103","De 36 a 49",0,0,2.1311175435504,"Independiente","No tiene hijos",6,"Moroso"
"104","De 50 a mas",0,0,5.13968689445576,"Independiente","No tiene hijos",4,"Moroso"
"105","De 36 a 49",0,1,0.469571960881935,"Independiente","Tiene hijos",6,"Moroso"
"106","De 50 a mas",1,0,1.48643208856269,"Independiente","No tiene hijos",0,"No moroso"
"107","De 50 a mas",0,1,1.01908110390281,"Dependiente","No tiene hijos",3,"Moroso"
"108","De 36 a 49",1,1,1.46394316550243,"Independiente","No tiene hijos",6,"No moroso"
"109","De 36 a 49",0,1,0.599721815322492,"Independiente","Tiene hijos",1,"No moroso"
"110","De 18 a 35",1,0,0.901829161972864,"Independiente","No tiene hijos",5,"No moroso"
"111","De 50 a mas",0,1,1.28936167563347,"Independiente","No tiene hijos",6,"Moroso"
"112","De 36 a 49",1,0,0.109016263684398,"Independiente","Tiene hijos",3,"No moroso"
"113","De 18 a 35",1,0,0.355476681645048,"Independiente","No tiene hijos",2,"Moroso"
"114","De 50 a mas",1,0,1.39281903816121,"Independiente","Tiene hijos",2,"Moroso"
"115","De 36 a 49",1,0,0.737940911479818,"Dependiente","Tiene hijos",7,"Moroso"
"116","De 18 a 35",0,1,0.0366736480553362,"Independiente","Tiene hijos",2,"No moroso"
"117","De 36 a 49",0,0,2.11182123678522,"Independiente","No tiene hijos",1,"Moroso"
"118","De 50 a mas",1,1,0.362714866255948,"Dependiente","Tiene hijos",4,"No moroso"
"119","De 36 a 49",1,0,0.267727524143782,"Independiente","Tiene hijos",2,"No moroso"
"120","De 36 a 49",1,1,3.00526112476125,"Independiente","No tiene hijos",4,"Moroso"
"121","De 36 a 49",0,0,0.827573661537071,"Independiente","No tiene hijos",3,"Moroso"
"122","De 36 a 49",1,1,3.0541472249721,"Independiente","Tiene hijos",7,"Moroso"
"123","De 36 a 49",0,1,0.253711559670132,"Independiente","No tiene hijos",2,"No moroso"
"124","De 18 a 35",0,0,0.0429109913452522,"Independiente","No tiene hijos",2,"Moroso"
"125","De 36 a 49",1,1,3.30508285523492,"Dependiente","No tiene hijos",0,"Moroso"
"126","De 50 a mas",0,1,0.322111728587608,"Independiente","No tiene hijos",6,"Moroso"
"127","De 18 a 35",1,0,1.04257022013506,"Independiente","Tiene hijos",6,"No moroso"
"128","De 18 a 35",1,0,0.38756971605214,"Independiente","No tiene hijos",4,"Moroso"
"129","De 18 a 35",1,0,0.226698297296669,"Independiente","No tiene hijos",2,"No moroso"
"130","De 36 a 49",0,0,0.214143727970917,"Independiente","No tiene hijos",3,"No moroso"
"131","De 36 a 49",0,0,0.195179023642569,"Independiente","No tiene hijos",5,"No moroso"
"132","De 50 a mas",0,0,3.00701492806729,"Independiente","No tiene hijos",3,"Moroso"
"133","De 36 a 49",1,1,0.129337811867096,"Independiente","No tiene hijos",0,"No moroso"
"134","De 36 a 49",0,0,1.40060492937752,"Dependiente","No tiene hijos",6,"Moroso"
"135","De 36 a 49",0,0,0.947009734315966,"Dependiente","Tiene hijos",5,"Moroso"
"136","De 36 a 49",1,1,0.182276779598881,"Independiente","No tiene hijos",5,"No moroso"
"137","De 50 a mas",0,1,1.99633108551125,"Independiente","No tiene hijos",6,"Moroso"
"138","De 50 a mas",1,0,0.647072967077428,"Independiente","No tiene hijos",2,"No moroso"
"139","De 50 a mas",0,0,2.16656032826782,"Independiente","Tiene hijos",6,"Moroso"
"140","De 36 a 49",1,0,2.11829758580224,"Independiente","No tiene hijos",1,"No moroso"
"141","De 36 a 49",1,0,1.59695049013004,"Independiente","Tiene hijos",3,"Moroso"
"142","De 36 a 49",0,0,0.627251061793983,"Independiente","No tiene hijos",5,"Moroso"
"143","De 18 a 35",1,1,0.171925781318923,"Independiente","No tiene hijos",6,"Moroso"
"144","De 18 a 35",0,1,0.812686489968242,"Independiente","No tiene hijos",1,"No moroso"
"145","De 50 a mas",0,0,0.516346410586091,"Independiente","No tiene hijos",1,"No moroso"
"146","De 18 a 35",0,1,0.213877544720589,"Dependiente","No tiene hijos",4,"No moroso"
"147","De 18 a 35",1,0,0.337445348594765,"Independiente","Tiene hijos",2,"Moroso"
"148","De 18 a 35",0,1,1.24306912465284,"Independiente","No tiene hijos",5,"Moroso"
"149","De 18 a 35",0,0,0.503168259611691,"Dependiente","Tiene hijos",5,"Moroso"
"150","De 36 a 49",0,0,1.76710062492493,"Dependiente","Tiene hijos",2,"Moroso"
"151","De 50 a mas",0,1,0.212577514171217,"Independiente","Tiene hijos",5,"No moroso"
"152","De 36 a 49",0,1,1.47448178662656,"Independiente","No tiene hijos",7,"No moroso"
"153","De 36 a 49",1,1,0.439343152170872,"Independiente","No tiene hijos",6,"Moroso"
"154","De 18 a 35",1,1,0.506868431386753,"Independiente","Tiene hijos",6,"Moroso"
"155","De 18 a 35",1,0,1.04373192810894,"Dependiente","Tiene hijos",4,"Moroso"
"156","De 36 a 49",0,1,1.62234079131048,"Independiente","No tiene hijos",4,"No moroso"
"157","De 36 a 49",1,0,0.337644230927633,"Independiente","Tiene hijos",5,"Moroso"
"158","De 18 a 35",0,0,0.397145156440952,"Dependiente","No tiene hijos",0,"Moroso"
"159","De 36 a 49",1,0,0.82045781611238,"Dependiente","No tiene hijos",5,"Moroso"
"160","De 18 a 35",1,1,1.2046396880504,"Independiente","Tiene hijos",5,"Moroso"
"161","De 36 a 49",1,0,0.236479569632732,"Independiente","No tiene hijos",6,"Moroso"
"162","De 36 a 49",1,0,1.93971536705918,"Independiente","No tiene hijos",1,"Moroso"
"163","De 36 a 49",1,0,0.579687461814703,"Independiente","No tiene hijos",4,"No moroso"
"164","De 36 a 49",1,0,0.345059899299313,"Dependiente","Tiene hijos",1,"No moroso"
"165","De 36 a 49",0,0,0.464582124301513,"Independiente","Tiene hijos",3,"No moroso"
"166","De 36 a 49",0,0,0.244799082449533,"Independiente","No tiene hijos",7,"Moroso"
"167","De 36 a 49",0,0,0.606487800736528,"Independiente","No tiene hijos",5,"Moroso"
"168","De 18 a 35",0,0,0.235463180588113,"Independiente","Tiene hijos",6,"Moroso"
"169","De 36 a 49",1,0,4.20294046785103,"Independiente","Tiene hijos",1,"Moroso"
"170","De 36 a 49",1,1,0.876321925398682,"Independiente","No tiene hijos",1,"No moroso"
"171","De 36 a 49",0,1,0.744455505764891,"Independiente","No tiene hijos",1,"No moroso"
"172","De 18 a 35",0,1,1.95599129350904,"Independiente","Tiene hijos",1,"Moroso"
"173","De 50 a mas",0,0,3.13880634962957,"Independiente","Tiene hijos",4,"Moroso"
"174","De 36 a 49",0,1,1.14704653339386,"Dependiente","No tiene hijos",7,"Moroso"
"175","De 36 a 49",0,1,0.518530404848842,"Independiente","No tiene hijos",5,"No moroso"
"176","De 36 a 49",1,1,1.6040826119725,"Independiente","No tiene hijos",5,"Moroso"
"177","De 36 a 49",0,0,2.29336516862392,"Independiente","Tiene hijos",1,"Moroso"
"178","De 36 a 49",0,0,1.97926074711773,"Independiente","Tiene hijos",2,"No moroso"
"179","De 50 a mas",1,1,0.415011050492454,"Independiente","No tiene hijos",3,"Moroso"
"180","De 36 a 49",0,1,0.0279867708261909,"Independiente","No tiene hijos",3,"No moroso"
"181","De 50 a mas",1,0,1.22885167098924,"Independiente","No tiene hijos",3,"Moroso"
"182","De 36 a 49",0,0,0.389184000377771,"Independiente","No tiene hijos",1,"No moroso"
"183","De 36 a 49",0,0,2.50453705747094,"Dependiente","No tiene hijos",6,"Moroso"
"184","De 36 a 49",0,0,0.874187253541171,"Dependiente","Tiene hijos",5,"Moroso"
"185","De 36 a 49",1,0,0.616648440021548,"Independiente","No tiene hijos",1,"No moroso"
"186","De 36 a 49",1,1,0.12087206152687,"Independiente","No tiene hijos",5,"Moroso"
"187","De 36 a 49",0,0,3.64472167600635,"Dependiente","No tiene hijos",2,"Moroso"
"188","De 36 a 49",0,1,2.54933867808369,"Independiente","Tiene hijos",1,"No moroso"
"189","De 50 a mas",1,1,0.393457703347602,"Dependiente","No tiene hijos",1,"No moroso"
"190","De 50 a mas",0,0,0.588455504011604,"Independiente","No tiene hijos",7,"Moroso"
"191","De 36 a 49",1,0,0.522562129870837,"Independiente","No tiene hijos",5,"Moroso"
"192","De 36 a 49",0,0,0.4725460322179,"Independiente","No tiene hijos",1,"No moroso"
"193","De 50 a mas",1,0,2.19740998794873,"Independiente","Tiene hijos",6,"Moroso"
"194","De 36 a 49",1,1,0.792707092077244,"Independiente","No tiene hijos",4,"No moroso"
"195","De 50 a mas",1,1,0.260198539920159,"Independiente","No tiene hijos",7,"Moroso"
"196","De 36 a 49",0,1,1.56054212202808,"Independiente","No tiene hijos",7,"Moroso"
"197","De 36 a 49",0,0,0.718782093754855,"Independiente","No tiene hijos",3,"Moroso"
"198","De 36 a 49",1,0,1.30060938441115,"Independiente","No tiene hijos",6,"Moroso"
"199","De 18 a 35",1,0,0.494996904693644,"Independiente","No tiene hijos",4,"No moroso"
"200","De 36 a 49",0,0,1.76284422150017,"Independiente","No tiene hijos",6,"Moroso"
"201","De 18 a 35",1,0,2.74214555820607,"Independiente","Tiene hijos",0,"Moroso"
"202","De 50 a mas",0,0,0.502273580377648,"Independiente","No tiene hijos",7,"Moroso"
"203","De 36 a 49",0,0,0.152594287678095,"Independiente","No tiene hijos",5,"Moroso"
"204","De 36 a 49",1,1,0.917256657524232,"Independiente","No tiene hijos",4,"Moroso"
"205","De 36 a 49",1,1,1.04680211612587,"Independiente","No tiene hijos",1,"No moroso"
"206","De 50 a mas",0,0,1.85958202466304,"Independiente","No tiene hijos",3,"Moroso"
"207","De 36 a 49",1,1,0.470107791425347,"Independiente","No tiene hijos",7,"No moroso"
"208","De 36 a 49",0,1,0.0255739498397,"Independiente","No tiene hijos",2,"No moroso"
"209","De 18 a 35",0,1,1.00314430221122,"Independiente","No tiene hijos",7,"Moroso"
"210","De 18 a 35",1,0,0.789185760337529,"Independiente","No tiene hijos",4,"Moroso"
"211","De 36 a 49",0,0,0.555111600884601,"Independiente","No tiene hijos",1,"No moroso"
"212","De 36 a 49",0,0,0.15839540659084,"Independiente","No tiene hijos",0,"No moroso"
"213","De 18 a 35",1,1,0.927369223718375,"Dependiente","No tiene hijos",1,"No moroso"
"214","De 36 a 49",0,0,0.217871006617439,"Independiente","No tiene hijos",6,"No moroso"
"215","De 18 a 35",0,0,0.245866393894482,"Independiente","No tiene hijos",7,"Moroso"
"216","De 36 a 49",1,1,0.906491077064503,"Independiente","No tiene hijos",2,"No moroso"
"217","De 36 a 49",0,1,0.386069618355331,"Independiente","Tiene hijos",2,"No moroso"
"218","De 36 a 49",0,1,0.390640412703188,"Independiente","No tiene hijos",1,"No moroso"
"219","De 50 a mas",0,0,1.58779437783508,"Independiente","No tiene hijos",7,"Moroso"
"220","De 50 a mas",0,1,0.0252689832705737,"Independiente","Tiene hijos",2,"No moroso"
"221","De 36 a 49",1,0,1.50362622715945,"Independiente","Tiene hijos",4,"No moroso"
"222","De 50 a mas",1,0,0.028330894575643,"Independiente","No tiene hijos",7,"Moroso"
"223","De 36 a 49",1,1,0.0235679445179426,"Independiente","Tiene hijos",6,"No moroso"
"224","De 36 a 49",1,1,1.88437374857233,"Dependiente","Tiene hijos",6,"Moroso"
"225","De 18 a 35",0,0,0.409013542089558,"Independiente","Tiene hijos",2,"No moroso"
"226","De 36 a 49",1,1,0.432901127830403,"Independiente","No tiene hijos",2,"No moroso"
"227","De 36 a 49",0,1,0.422596747910193,"Dependiente","No tiene hijos",5,"Moroso"
"228","De 36 a 49",1,0,0.538819308449293,"Independiente","No tiene hijos",3,"No moroso"
"229","De 36 a 49",0,0,0.781651381295575,"Independiente","No tiene hijos",3,"No moroso"
"230","De 50 a mas",1,0,0.321861858323044,"Independiente","No tiene hijos",6,"No moroso"
"231","De 36 a 49",0,0,0.536321231036096,"Independiente","No tiene hijos",2,"No moroso"
"232","De 36 a 49",0,1,0.0895708094849309,"Independiente","No tiene hijos",1,"No moroso"
"233","De 36 a 49",1,0,3.19079730426579,"Independiente","Tiene hijos",6,"Moroso"
"234","De 18 a 35",0,1,0.287644269649006,"Independiente","Tiene hijos",2,"Moroso"
"235","De 36 a 49",0,0,0.832862157208117,"Independiente","Tiene hijos",6,"Moroso"
"236","De 36 a 49",1,0,2.55517539626123,"Independiente","No tiene hijos",4,"Moroso"
"237","De 18 a 35",0,1,1.32262038121403,"Dependiente","No tiene hijos",3,"No moroso"
"238","De 50 a mas",0,1,0.421779007830743,"Independiente","No tiene hijos",6,"Moroso"
"239","De 18 a 35",0,0,0.107315020785973,"Independiente","Tiene hijos",4,"Moroso"
"240","De 50 a mas",0,0,0.796225132340095,"Independiente","No tiene hijos",2,"No moroso"
"241","De 36 a 49",1,0,1.4089897958236,"Independiente","No tiene hijos",5,"No moroso"
"242","De 36 a 49",0,1,4.41036663581913,"Independiente","No tiene hijos",2,"Moroso"
"243","De 18 a 35",0,0,1.23091482184116,"Independiente","Tiene hijos",2,"Moroso"
"244","De 36 a 49",0,0,0.761588311748787,"Independiente","No tiene hijos",5,"No moroso"
"245","De 36 a 49",0,0,0.516433739333803,"Dependiente","No tiene hijos",0,"No moroso"
"246","De 36 a 49",1,1,0.411928312916445,"Independiente","No tiene hijos",0,"No moroso"
"247","De 36 a 49",1,1,0.732648700014285,"Independiente","No tiene hijos",1,"No moroso"
"248","De 50 a mas",1,0,4.39062851008784,"Independiente","No tiene hijos",5,"Moroso"
"249","De 50 a mas",0,0,0.597383795715374,"Independiente","Tiene hijos",4,"Moroso"
"250","De 36 a 49",0,1,1.36173365535754,"Dependiente","No tiene hijos",4,"Moroso"
"251","De 36 a 49",0,1,0.0554402400353562,"Independiente","No tiene hijos",6,"Moroso"
"252","De 18 a 35",1,0,0.208289953499941,"Independiente","Tiene hijos",7,"Moroso"
"253","De 36 a 49",0,1,1.64661280982576,"Dependiente","Tiene hijos",2,"No moroso"
"254","De 36 a 49",0,0,0.481185297994366,"Independiente","No tiene hijos",7,"Moroso"
"255","De 36 a 49",0,0,0.378328610983783,"Dependiente","No tiene hijos",2,"Moroso"
"256","De 50 a mas",0,1,1.09687658236707,"Independiente","No tiene hijos",1,"No moroso"
"257","De 18 a 35",0,1,1.34684440264823,"Independiente","No tiene hijos",3,"Moroso"
"258","De 36 a 49",0,1,3.22614518176079,"Independiente","No tiene hijos",3,"Moroso"
"259","De 36 a 49",1,0,1.45070278748956,"Independiente","Tiene hijos",4,"Moroso"
"260","De 50 a mas",0,0,0.487405324572375,"Independiente","No tiene hijos",3,"No moroso"
"261","De 50 a mas",0,0,1.22217257164662,"Independiente","No tiene hijos",2,"No moroso"
"262","De 50 a mas",1,0,1.38097585286539,"Independiente","No tiene hijos",5,"Moroso"
"263","De 36 a 49",0,0,0.393591731973051,"Independiente","Tiene hijos",7,"Moroso"
"264","De 50 a mas",1,0,1.73926858545505,"Independiente","No tiene hijos",7,"Moroso"
"265","De 36 a 49",0,0,2.34260643758611,"Independiente","No tiene hijos",0,"Moroso"
"266","De 36 a 49",0,1,0.691701254999834,"Dependiente","Tiene hijos",2,"No moroso"
"267","De 36 a 49",0,0,0.791508121926781,"Independiente","Tiene hijos",2,"No moroso"
"268","De 36 a 49",0,1,3.96062473322435,"Dependiente","No tiene hijos",2,"Moroso"
"269","De 18 a 35",0,0,0.332544975078859,"Independiente","No tiene hijos",7,"Moroso"
"270","De 36 a 49",0,0,0.0248768221493693,"Independiente","No tiene hijos",5,"No moroso"
"271","De 50 a mas",1,0,1.52403969734934,"Independiente","No tiene hijos",2,"Moroso"
"272","De 18 a 35",0,0,0.30619899838298,"Independiente","Tiene hijos",5,"No moroso"
"273","De 18 a 35",1,0,0.0900229251208989,"Independiente","No tiene hijos",2,"No moroso"
"274","De 18 a 35",1,1,0.446827948001531,"Independiente","No tiene hijos",4,"No moroso"
"275","De 50 a mas",0,1,1.56227559119219,"Independiente","No tiene hijos",7,"Moroso"
"276","De 36 a 49",0,1,0.782781318151399,"Independiente","Tiene hijos",6,"Moroso"
"277","De 50 a mas",0,1,2.2441045012825,"Independiente","Tiene hijos",4,"No moroso"
"278","De 36 a 49",1,0,0.321064558006758,"Independiente","No tiene hijos",4,"Moroso"
"279","De 18 a 35",0,0,0.600419042498726,"Independiente","No tiene hijos",6,"Moroso"
"280","De 36 a 49",1,0,3.84494330914817,"Dependiente","No tiene hijos",1,"Moroso"
"281","De 50 a mas",0,1,0.455818748161718,"Dependiente","No tiene hijos",4,"Moroso"
"282","De 18 a 35",1,0,0.887836983673743,"Independiente","No tiene hijos",4,"No moroso"
"283","De 36 a 49",0,1,1.30882636714948,"Independiente","No tiene hijos",3,"No moroso"
"284","De 18 a 35",0,0,2.32898335636281,"Independiente","No tiene hijos",0,"Moroso"
"285","De 18 a 35",1,0,6.60878477592275,"Dependiente","No tiene hijos",1,"Moroso"
"286","De 36 a 49",0,0,1.70304638755531,"Independiente","No tiene hijos",3,"Moroso"
"287","De 18 a 35",0,1,2.26603787204268,"Dependiente","No tiene hijos",2,"Moroso"
"288","De 18 a 35",1,1,0.593970566062117,"Independiente","Tiene hijos",6,"Moroso"
"289","De 18 a 35",1,0,0.26457132997327,"Independiente","No tiene hijos",4,"Moroso"
"290","De 36 a 49",1,1,3.31550028467118,"Dependiente","Tiene hijos",3,"Moroso"
"291","De 36 a 49",0,0,0.307891029438708,"Independiente","No tiene hijos",6,"Moroso"
"292","De 18 a 35",0,0,0.596981780110116,"Independiente","Tiene hijos",1,"No moroso"
"293","De 18 a 35",0,0,1.23466778164792,"Independiente","Tiene hijos",2,"Moroso"
"294","De 50 a mas",1,1,1.38734269286072,"Independiente","Tiene hijos",4,"No moroso"
"295","De 50 a mas",1,1,0.418350424315027,"Independiente","No tiene hijos",3,"No moroso"
"296","De 50 a mas",0,0,1.98095504719682,"Independiente","No tiene hijos",5,"Moroso"
"297","De 50 a mas",0,0,0.157502732765708,"Independiente","Tiene hijos",3,"No moroso"
"298","De 18 a 35",0,0,0.101369694225773,"Independiente","No tiene hijos",3,"No moroso"
"299","De 18 a 35",0,0,0.512769413017329,"Independiente","Tiene hijos",5,"No moroso"
"300","De 50 a mas",1,0,3.59862524077117,"Dependiente","No tiene hijos",7,"Moroso"
"301","De 50 a mas",0,0,0.609034629990134,"Dependiente","No tiene hijos",5,"No moroso"
